Time,\\pi3\LR09144901L%P2O5,\\pi3\MKP_LAB449SO4%,\\pi3\MKP_DT_40450
05/10/2023 09:54:21.569,15.4,,
05/10/2023 09:49:58.968,,4.45,
05/10/2023 09:44:21.569,15.4,,
05/10/2023 09:39:58.968,,4.45,
05/10/2023 09:34:21.569,15.4,,
05/10/2023 09:29:58.968,,4.45,
05/10/2023 09:28:14.124,,,1.2483
05/10/2023 09:24:21.569,15.4,,
05/10/2023 09:19:58.968,,4.45,
05/10/2023 09:14:21.569,15.4,,
05/10/2023 09:13:37.330,,,1.2468
05/10/2023 09:11:45.833,,,1.2484
05/10/2023 09:09:58.968,,4.45,
05/10/2023 09:04:21.569,15.4,,
05/10/2023 08:59:58.968,,4.45,
05/10/2023 08:54:31.603,,,1.2468
05/10/2023 08:54:21.569,15.4,,
05/10/2023 08:49:58.968,,4.45,
05/10/2023 08:44:21.569,15.4,,
05/10/2023 08:40:35.968,,,1.2474
05/10/2023 08:39:58.968,,4.45,
05/10/2023 08:34:21.569,15.4,,
05/10/2023 08:30:45.607,,,1.2455
05/10/2023 08:29:58.968,,4.45,
05/10/2023 08:24:21.569,15.4,,
05/10/2023 08:22:53.707,15.62,,
05/10/2023 08:19:58.968,,4.45,
05/10/2023 08:19:10.359,,,1.2471
05/10/2023 08:16:42.294,,,1.2438
05/10/2023 08:12:53.707,15.62,,
05/10/2023 08:09:58.968,,4.45,
05/10/2023 08:09:53.003,,,1.2472
05/10/2023 08:08:52.736,,,1.2474
05/10/2023 08:07:17.742,,,1.2474
05/10/2023 08:06:15.317,,,1.0358
05/10/2023 08:05:09.857,,,1.247
05/10/2023 08:03:13.264,,,1.2462
05/10/2023 08:02:53.707,15.62,,
05/10/2023 08:01:36.145,,,1.2454
05/10/2023 07:59:58.968,,4.45,
05/10/2023 07:59:28.219,,,1.2492
05/10/2023 07:52:53.707,15.62,,
05/10/2023 07:49:58.968,,4.45,
05/10/2023 07:42:53.707,15.62,,
05/10/2023 07:39:58.968,,4.45,
05/10/2023 07:32:53.707,15.62,,
05/10/2023 07:29:58.968,,4.45,
05/10/2023 07:22:53.707,15.62,,
05/10/2023 07:19:58.968,,4.45,
05/10/2023 07:18:57.921,,,1.2385
05/10/2023 07:12:53.707,15.62,,
05/10/2023 07:10:48.230,,,1.2495
05/10/2023 07:09:58.968,,4.45,
05/10/2023 07:02:53.707,15.62,,
05/10/2023 07:02:06.764,,,1.2535
05/10/2023 06:59:58.968,,4.45,
05/10/2023 06:52:53.707,15.62,,
05/10/2023 06:49:58.968,,4.45,
05/10/2023 06:42:53.707,15.62,,
05/10/2023 06:39:58.968,,4.45,
05/10/2023 06:36:58.071,15.67,,
05/10/2023 06:29:58.968,,4.45,
05/10/2023 06:26:58.071,15.67,,
05/10/2023 06:19:58.968,,4.45,
05/10/2023 06:16:58.071,15.67,,
05/10/2023 06:09:58.968,,4.45,
05/10/2023 06:06:58.071,15.67,,
05/10/2023 05:59:58.968,,4.45,
05/10/2023 05:56:58.071,15.67,,
05/10/2023 05:49:58.968,,4.45,
05/10/2023 05:46:58.071,15.67,,
05/10/2023 05:39:58.968,,4.45,
05/10/2023 05:36:58.071,15.67,,
05/10/2023 05:29:58.968,,4.45,
05/10/2023 05:26:58.071,15.67,,
05/10/2023 05:19:58.968,,4.45,
05/10/2023 05:16:58.071,15.67,,
05/10/2023 05:09:58.968,,4.45,
05/10/2023 05:06:58.071,15.67,,
05/10/2023 04:59:58.968,,4.45,
05/10/2023 04:56:59.569,,,1.2503
05/10/2023 04:56:58.071,15.67,,
05/10/2023 04:49:58.968,,4.45,
05/10/2023 04:46:58.071,15.67,,
05/10/2023 04:39:58.968,,4.45,
05/10/2023 04:36:58.071,15.67,,
05/10/2023 04:29:58.968,,4.45,
05/10/2023 04:26:58.071,15.67,,
05/10/2023 04:19:58.968,,4.45,
05/10/2023 04:16:58.071,15.67,,
05/10/2023 04:09:58.968,,4.45,
05/10/2023 04:06:58.071,15.67,,
05/10/2023 03:59:58.968,,4.45,
05/10/2023 03:56:58.071,15.67,,
05/10/2023 03:49:58.968,,4.45,
05/10/2023 03:46:58.071,15.67,,
05/10/2023 03:46:23.832,15.66,,
05/10/2023 03:39:58.968,,4.45,
05/10/2023 03:36:23.832,15.66,,
05/10/2023 03:29:58.968,,4.45,
05/10/2023 03:26:23.832,15.66,,
05/10/2023 03:19:58.968,,4.45,
05/10/2023 03:16:23.832,15.66,,
05/10/2023 03:09:58.968,,4.45,
05/10/2023 03:06:23.832,15.66,,
05/10/2023 03:05:45.112,,,1.2424
05/10/2023 02:59:58.968,,4.45,
05/10/2023 02:58:44.867,,,1.2452
05/10/2023 02:56:23.832,15.66,,
05/10/2023 02:49:58.968,,4.45,
05/10/2023 02:46:23.832,15.66,,
05/10/2023 02:44:52.401,15.98,,
05/10/2023 02:43:19.797,,,1.2439
05/10/2023 02:39:58.968,,4.45,
05/10/2023 02:39:33.136,,,1.2457
05/10/2023 02:34:52.401,15.98,,
05/10/2023 02:29:58.968,,4.45,
05/10/2023 02:28:20.595,,,1.244
05/10/2023 02:26:44.545,,,1.2486
05/10/2023 02:24:52.401,15.98,,
05/10/2023 02:19:58.968,,4.45,
05/10/2023 02:17:14.135,,,1.2466
05/10/2023 02:14:52.401,15.98,,
05/10/2023 02:13:38.492,,,1.2487
05/10/2023 02:09:58.968,,4.45,
05/10/2023 02:04:52.401,15.98,,
05/10/2023 02:03:57.733,,,1.2467
05/10/2023 01:59:58.968,,4.45,
05/10/2023 01:54:52.401,15.98,,
05/10/2023 01:53:26.858,,,1.2502
05/10/2023 01:49:58.968,,4.45,
05/10/2023 01:49:35.699,,,1.2432
05/10/2023 01:47:32.034,,,1.2462
05/10/2023 01:44:52.401,15.98,,
05/10/2023 01:39:58.968,,4.45,
05/10/2023 01:34:52.401,15.98,,
05/10/2023 01:29:58.968,,4.45,
05/10/2023 01:24:52.401,15.98,,
05/10/2023 01:19:58.968,,4.45,
05/10/2023 01:14:52.401,15.98,,
05/10/2023 01:13:59.481,15.1,,
05/10/2023 01:09:58.968,,4.45,
05/10/2023 01:03:59.481,15.1,,
05/10/2023 00:59:58.968,,4.45,
05/10/2023 00:53:59.481,15.1,,
05/10/2023 00:49:58.968,,4.45,
05/10/2023 00:45:59.961,,,1.2486
05/10/2023 00:43:59.481,15.1,,
05/10/2023 00:43:03.054,,,1.0699
05/10/2023 00:40:00.932,,,1.2498
05/10/2023 00:39:58.968,,4.45,
05/10/2023 00:36:27.419,,,1.0277
05/10/2023 00:33:59.481,15.1,,
05/10/2023 00:33:09.204,,,1.0641
05/10/2023 00:31:51.461,,,1.2482
05/10/2023 00:29:58.968,,4.45,
05/10/2023 00:23:59.481,15.1,,
05/10/2023 00:23:31.847,,,1.246
05/10/2023 00:20:50.391,,,1.2493
05/10/2023 00:19:58.968,,4.45,
05/10/2023 00:13:59.481,15.1,,
05/10/2023 00:09:58.968,,4.45,
05/10/2023 00:07:37.994,,,1.2476
05/10/2023 00:03:59.481,15.1,,
04/10/2023 23:59:58.968,,4.45,
04/10/2023 23:57:23.671,,,1.2494
04/10/2023 23:55:16.966,,,1.2506
04/10/2023 23:53:59.481,15.1,,
04/10/2023 23:49:58.968,,4.45,
04/10/2023 23:44:17.202,,,1.2476
04/10/2023 23:43:59.481,15.1,,
04/10/2023 23:39:58.968,,4.45,
04/10/2023 23:33:59.481,15.1,,
04/10/2023 23:29:58.968,,4.45,
04/10/2023 23:29:17.260,,,1.2525
04/10/2023 23:26:33.937,,,1.2477
04/10/2023 23:24:46.728,,,1.2527
04/10/2023 23:23:59.481,15.1,,
04/10/2023 23:19:58.968,,4.45,
04/10/2023 23:17:23.473,,,1.2511
04/10/2023 23:13:59.481,15.1,,
04/10/2023 23:11:02.522,,,1.254
04/10/2023 23:09:58.968,,4.45,
04/10/2023 23:07:39.354,,,1.2492
04/10/2023 23:04:52.694,,,1.2509
04/10/2023 23:03:59.481,15.1,,
04/10/2023 23:03:47.342,,,1.2498
04/10/2023 22:59:58.968,,4.45,
04/10/2023 22:53:59.481,15.1,,
04/10/2023 22:49:58.968,,4.45,
04/10/2023 22:48:43.916,,,1.2522
04/10/2023 22:43:59.481,15.1,,
04/10/2023 22:39:58.968,,4.45,
04/10/2023 22:38:16.469,,,1.2487
04/10/2023 22:33:59.481,15.1,,
04/10/2023 22:33:51.801,,,1.2523
04/10/2023 22:29:58.968,,4.45,
04/10/2023 22:26:21.017,,,1.2505
04/10/2023 22:23:59.481,15.1,,
04/10/2023 22:21:57.271,,,1.252
04/10/2023 22:19:58.968,,4.45,
04/10/2023 22:13:59.481,15.1,,
04/10/2023 22:09:58.968,,4.45,
04/10/2023 22:08:48.554,,,1.2503
04/10/2023 22:04:42.391,,,1.2488
04/10/2023 22:03:59.481,15.1,,
04/10/2023 22:03:10.407,,,1.0214
04/10/2023 22:00:12.709,,,1.0455
04/10/2023 21:59:58.968,,4.45,
04/10/2023 21:59:09.506,,,1.0029
04/10/2023 21:56:03.801,,,1.2497
04/10/2023 21:53:59.481,15.1,,
04/10/2023 21:51:40.725,,,1.2463
04/10/2023 21:50:38.414,,,1.2513
04/10/2023 21:49:58.968,,4.45,
04/10/2023 21:43:59.481,15.1,,
04/10/2023 21:39:58.968,,4.45,
04/10/2023 21:37:01.154,,,1.2532
04/10/2023 21:35:26.311,,,1.2488
04/10/2023 21:33:59.481,15.1,,
04/10/2023 21:33:39.058,,,1.2505
04/10/2023 21:29:58.968,,4.45,
04/10/2023 21:23:59.481,15.1,,
04/10/2023 21:19:58.968,,4.45,
04/10/2023 21:14:40.145,,,1.252
04/10/2023 21:13:59.481,15.1,,
04/10/2023 21:10:20.853,,,1.2536
04/10/2023 21:09:58.968,,4.45,
04/10/2023 21:05:57.716,,,1.2501
04/10/2023 21:03:59.481,15.1,,
04/10/2023 21:03:17.467,,,1.2529
04/10/2023 20:59:58.968,,4.45,
04/10/2023 20:55:11.837,,,1.2513
04/10/2023 20:53:59.481,15.1,,
04/10/2023 20:53:13.492,,,1.2489
04/10/2023 20:50:43.445,,,1.2516
04/10/2023 20:49:58.968,,4.45,
04/10/2023 20:44:35.664,,,1.067
04/10/2023 20:43:59.481,15.1,,
04/10/2023 20:41:14.593,,,1.251
04/10/2023 20:39:58.968,,4.45,
04/10/2023 20:38:46.257,,,1.2461
04/10/2023 20:37:38.914,,,1.0007
04/10/2023 20:35:03.623,,,1.1808
04/10/2023 20:34:03.371,,,1.247
04/10/2023 20:33:59.481,15.1,,
04/10/2023 20:29:58.968,,4.45,
04/10/2023 20:27:33.985,,,1.2483
04/10/2023 20:23:59.481,15.1,,
04/10/2023 20:23:12.514,,,1.2464
04/10/2023 20:21:26.839,,,1.241
04/10/2023 20:20:16.078,,,1.2457
04/10/2023 20:19:58.968,,4.45,
04/10/2023 20:13:59.481,15.1,,
04/10/2023 20:09:58.968,,4.45,
04/10/2023 20:05:36.853,,,1.2405
04/10/2023 20:03:59.481,15.1,,
04/10/2023 20:02:39.844,,,1.237
04/10/2023 19:59:58.968,,4.45,
04/10/2023 19:57:04.986,,,1.2361
04/10/2023 19:53:59.481,15.1,,
04/10/2023 19:49:58.968,,4.45,
04/10/2023 19:49:24.521,,,1.2347
04/10/2023 19:43:59.481,15.1,,
04/10/2023 19:39:58.968,,4.45,
04/10/2023 19:33:59.481,15.1,,
04/10/2023 19:29:58.968,,4.45,
04/10/2023 19:23:59.481,15.1,,
04/10/2023 19:19:58.968,,4.45,
04/10/2023 19:18:37.397,,,1.2115
04/10/2023 19:15:11.018,,,1.2084
04/10/2023 19:13:59.481,15.1,,
04/10/2023 19:12:13.130,,,1.2027
04/10/2023 19:09:58.968,,4.45,
04/10/2023 19:03:59.481,15.1,,
04/10/2023 18:59:58.968,,4.45,
04/10/2023 18:56:58.295,,,1.1935
04/10/2023 18:53:59.481,15.1,,
04/10/2023 18:50:09.786,,,1.1984
04/10/2023 18:49:58.968,,4.45,
04/10/2023 18:47:31.473,,,1.1933
04/10/2023 18:45:18.594,,,1.1949
04/10/2023 18:43:59.481,15.1,,
04/10/2023 18:41:00.088,,,1.1934
04/10/2023 18:39:58.968,,4.45,
04/10/2023 18:36:07.701,,,1.19
04/10/2023 18:33:59.481,15.1,,
04/10/2023 18:30:02.997,,,1.1968
04/10/2023 18:29:58.968,,4.45,
04/10/2023 18:23:59.481,15.1,,
04/10/2023 18:19:58.968,,4.45,
04/10/2023 18:13:59.481,15.1,,
04/10/2023 18:09:58.968,,4.45,
04/10/2023 18:03:59.481,15.1,,
04/10/2023 17:59:58.968,,4.45,
04/10/2023 17:57:53.408,,,1.177
04/10/2023 17:55:46.716,,,1.1766
04/10/2023 17:53:59.481,15.1,,
04/10/2023 17:49:58.968,,4.45,
04/10/2023 17:43:59.481,15.1,,
04/10/2023 17:43:34.474,,,1.1618
04/10/2023 17:39:58.968,,4.45,
04/10/2023 17:39:52.795,,,1.1537
04/10/2023 17:33:59.481,15.1,,
04/10/2023 17:30:11.468,,,1.1382
04/10/2023 17:29:58.968,,4.45,
04/10/2023 17:24:22.259,,,1.118
04/10/2023 17:23:59.481,15.1,,
04/10/2023 17:20:41.636,,,1.0926
04/10/2023 17:19:58.968,,4.45,
04/10/2023 17:19:14.724,,,1.0737
04/10/2023 17:13:59.481,15.1,,
04/10/2023 17:12:05.617,,,1.0391
04/10/2023 17:09:58.968,,4.45,
04/10/2023 17:04:23.093,,,1.0142
04/10/2023 17:03:59.481,15.1,,
04/10/2023 17:02:41.955,,,1.0235
04/10/2023 17:01:36.523,,,1.0399
04/10/2023 17:00:36.309,,,1.0102
04/10/2023 16:59:58.968,,4.45,
04/10/2023 16:55:16.180,,,1
04/10/2023 16:53:59.481,15.1,,
04/10/2023 16:49:58.968,,4.45,
04/10/2023 16:43:59.481,15.1,,
04/10/2023 16:39:58.968,,4.45,
04/10/2023 16:33:59.481,15.1,,
04/10/2023 16:29:58.968,,4.45,
04/10/2023 16:23:59.481,15.1,,
04/10/2023 16:19:58.968,,4.45,
04/10/2023 16:13:59.481,15.1,,
04/10/2023 16:09:58.968,,4.45,
04/10/2023 16:03:59.481,15.1,,
04/10/2023 15:59:58.968,,4.45,
04/10/2023 15:53:59.481,15.1,,
04/10/2023 15:49:58.968,,4.45,
04/10/2023 15:43:59.481,15.1,,
04/10/2023 15:39:58.968,,4.45,
04/10/2023 15:33:59.481,15.1,,
04/10/2023 15:29:58.968,,4.45,
04/10/2023 15:23:59.481,15.1,,
04/10/2023 15:19:58.968,,4.45,
04/10/2023 15:13:59.481,15.1,,
04/10/2023 15:09:58.968,,4.45,
04/10/2023 15:03:59.481,15.1,,
04/10/2023 14:59:58.968,,4.45,
04/10/2023 14:53:59.481,15.1,,
04/10/2023 14:49:58.968,,4.45,
04/10/2023 14:43:59.481,15.1,,
04/10/2023 14:39:58.968,,4.45,
04/10/2023 14:33:59.481,15.1,,
04/10/2023 14:29:58.968,,4.45,
04/10/2023 14:23:59.481,15.1,,
04/10/2023 14:19:58.968,,4.45,
04/10/2023 14:13:59.481,15.1,,
04/10/2023 14:09:58.968,,4.45,
04/10/2023 14:03:59.481,15.1,,
04/10/2023 13:59:58.968,,4.45,
04/10/2023 13:53:59.481,15.1,,
04/10/2023 13:49:58.968,,4.45,
04/10/2023 13:43:59.481,15.1,,
04/10/2023 13:39:58.968,,4.45,
04/10/2023 13:33:59.481,15.1,,
04/10/2023 13:29:58.968,,4.45,
04/10/2023 13:23:59.481,15.1,,
04/10/2023 13:19:58.968,,4.45,
04/10/2023 13:13:59.481,15.1,,
04/10/2023 13:09:58.968,,4.45,
04/10/2023 13:03:59.481,15.1,,
04/10/2023 12:59:58.968,,4.45,
04/10/2023 12:53:59.481,15.1,,
04/10/2023 12:49:58.968,,4.45,
04/10/2023 12:45:16.180,,,1
04/10/2023 12:43:59.481,15.1,,
04/10/2023 12:39:58.968,,4.45,
04/10/2023 12:34:46.497,,,1.2179
04/10/2023 12:33:59.481,15.1,,
04/10/2023 12:29:58.968,,4.45,
04/10/2023 12:23:59.481,15.1,,
04/10/2023 12:19:58.968,,4.45,
04/10/2023 12:13:59.481,15.1,,
04/10/2023 12:09:58.968,,4.45,
04/10/2023 12:03:59.481,15.1,,
04/10/2023 12:02:47.062,,,1.2274
04/10/2023 12:01:20.288,,,1.2261
04/10/2023 11:59:58.968,,4.45,
04/10/2023 11:59:09.526,,,1.2229
04/10/2023 11:57:15.087,,,1.223
04/10/2023 11:53:59.481,15.1,,
04/10/2023 11:52:29.961,,,1.231
04/10/2023 11:50:06.046,,,1.2233
04/10/2023 11:49:58.968,,4.45,
04/10/2023 11:47:14.359,,,1.2236
04/10/2023 11:43:59.481,15.1,,
04/10/2023 11:41:34.331,,,1.2046
04/10/2023 11:40:20.755,,,1.2207
04/10/2023 11:39:58.968,,4.45,
04/10/2023 11:38:58.997,,,1.2151
04/10/2023 11:36:12.486,,,1.2166
04/10/2023 11:34:54.830,,,1.0373
04/10/2023 11:33:59.481,15.1,,
04/10/2023 11:29:58.968,,4.45,
04/10/2023 11:26:39.098,,,1.2103
04/10/2023 11:23:59.481,15.1,,
04/10/2023 11:21:58.200,,,1.2152
04/10/2023 11:20:39.516,,,1.2184
04/10/2023 11:19:58.968,,4.45,
04/10/2023 11:13:59.481,15.1,,
04/10/2023 11:13:47.798,,,1.1938
04/10/2023 11:09:58.968,,4.45,
04/10/2023 11:09:06.703,,,1.1516
04/10/2023 11:06:59.041,,,1.1485
04/10/2023 11:05:33.266,,,1.0448
04/10/2023 11:03:59.481,15.1,,
04/10/2023 11:01:42.178,,,1.0098
04/10/2023 10:59:58.968,,4.45,
04/10/2023 10:53:59.481,15.1,,
04/10/2023 10:52:08.848,,,1
04/10/2023 10:49:58.968,,4.45,
04/10/2023 10:43:59.481,15.1,,
04/10/2023 10:39:58.968,,4.45,
04/10/2023 10:33:59.481,15.1,,
04/10/2023 10:29:58.968,,4.45,
04/10/2023 10:23:59.481,15.1,,
04/10/2023 10:19:58.968,,4.45,
04/10/2023 10:13:59.481,15.1,,
04/10/2023 10:09:58.968,,4.45,
04/10/2023 10:03:59.481,15.1,,
04/10/2023 10:02:08.848,,,1
04/10/2023 09:59:58.968,,4.45,
04/10/2023 09:53:59.481,15.1,,
04/10/2023 09:52:02.757,,,1.1476
04/10/2023 09:50:59.278,,,1.2609
04/10/2023 09:49:58.968,,4.45,
04/10/2023 09:46:27.138,,,1.0031
04/10/2023 09:43:59.481,15.1,,
04/10/2023 09:39:58.968,,4.45,
04/10/2023 09:38:21.951,,,1.2615
04/10/2023 09:36:55.989,,,1.2592
04/10/2023 09:33:59.481,15.1,,
04/10/2023 09:30:51.247,,,1.2587
04/10/2023 09:29:58.968,,4.45,
04/10/2023 09:29:13.636,,,1.2627
04/10/2023 09:26:36.610,,,1.0278
04/10/2023 09:23:59.481,15.1,,
04/10/2023 09:23:34.812,,,1.2575
04/10/2023 09:22:19.274,,,1.2557
04/10/2023 09:20:23.956,,,1.2576
04/10/2023 09:19:58.968,,4.45,
04/10/2023 09:17:55.362,,,1.2606
04/10/2023 09:14:35.145,,,1.0046
04/10/2023 09:13:59.481,15.1,,
04/10/2023 09:09:58.968,,4.45,
04/10/2023 09:06:30.940,,,1.2618
04/10/2023 09:04:37.614,,,1.2603
04/10/2023 09:03:59.481,15.1,,
04/10/2023 09:02:43.259,,,1.051
04/10/2023 08:59:58.968,,4.45,
04/10/2023 08:54:41.237,,,1.2611
04/10/2023 08:53:59.481,15.1,,
04/10/2023 08:49:58.968,,4.45,
04/10/2023 08:46:38.239,,,1.2594
04/10/2023 08:45:37.004,,,1.0304
04/10/2023 08:43:59.481,15.1,,
04/10/2023 08:39:58.968,,4.45,
04/10/2023 08:37:28.871,,,1.2602
04/10/2023 08:33:59.481,15.1,,
04/10/2023 08:33:26.823,,,1.2635
04/10/2023 08:30:16.763,,,1.2652
04/10/2023 08:29:58.968,,4.45,
04/10/2023 08:23:59.481,15.1,,
04/10/2023 08:22:16.792,,,1.2605
04/10/2023 08:20:47.832,,,1.2669
04/10/2023 08:19:58.968,,4.45,
04/10/2023 08:18:04.673,,,1.2608
04/10/2023 08:13:59.481,15.1,,
04/10/2023 08:12:17.214,,,1.2623
04/10/2023 08:09:58.968,,4.45,
04/10/2023 08:08:41.894,,,1.2639
04/10/2023 08:07:56.524,15.3,,
04/10/2023 08:04:41.939,,,1.2592
04/10/2023 08:01:16.655,,,1.2608
04/10/2023 07:59:58.968,,4.45,
04/10/2023 07:58:17.996,,,1.2656
04/10/2023 07:57:56.524,15.3,,
04/10/2023 07:56:49.136,,,1.2606
04/10/2023 07:51:51.030,,,1.2637
04/10/2023 07:49:58.968,,4.45,
04/10/2023 07:47:56.524,15.3,,
04/10/2023 07:46:49.847,,,1.2608
04/10/2023 07:44:06.463,,,1.2614
04/10/2023 07:39:58.968,,4.45,
04/10/2023 07:38:11.140,,,1.2598
04/10/2023 07:37:56.524,15.3,,
04/10/2023 07:34:41.911,,,1.2615
04/10/2023 07:29:58.968,,4.45,
04/10/2023 07:28:08.039,,,1.2597
04/10/2023 07:27:56.524,15.3,,
04/10/2023 07:20:03.191,,,1.2638
04/10/2023 07:19:58.968,,4.45,
04/10/2023 07:17:56.524,15.3,,
04/10/2023 07:12:03.246,,,1.0112
04/10/2023 07:09:58.968,,4.45,
04/10/2023 07:09:01.555,,,1.2642
04/10/2023 07:07:56.524,15.3,,
04/10/2023 07:01:25.929,,,1.2596
04/10/2023 06:59:58.968,,4.45,
04/10/2023 06:57:56.524,15.3,,
04/10/2023 06:56:06.219,,,1.2611
04/10/2023 06:52:10.348,,,1.2595
04/10/2023 06:49:58.968,,4.45,
04/10/2023 06:49:15.738,,,1.2613
04/10/2023 06:47:56.524,15.3,,
04/10/2023 06:39:58.968,,4.45,
04/10/2023 06:38:40.817,,,1.2581
04/10/2023 06:37:56.524,15.3,,
04/10/2023 06:36:11.727,,,1.2629
04/10/2023 06:34:54.160,,,1.0077
04/10/2023 06:29:58.968,,4.45,
04/10/2023 06:27:56.524,15.3,,
04/10/2023 06:26:50.428,,,1.2633
04/10/2023 06:19:58.968,,4.45,
04/10/2023 06:17:56.524,15.3,,
04/10/2023 06:16:19.527,,,1.2595
04/10/2023 06:12:52.446,,,1.2641
04/10/2023 06:11:04.245,,,1.2577
04/10/2023 06:09:58.969,15.6,,
04/10/2023 06:09:58.968,,4.45,
04/10/2023 06:06:21.823,,,1.2608
04/10/2023 06:01:49.340,,,1.2593
04/10/2023 05:59:58.969,15.6,,
04/10/2023 05:59:58.968,,4.45,
04/10/2023 05:56:11.281,,,1.2607
04/10/2023 05:51:51.817,,,1.2592
04/10/2023 05:49:58.969,15.6,,
04/10/2023 05:49:58.968,,4.45,
04/10/2023 05:49:43.087,,,1.0297
04/10/2023 05:46:40.416,,,1.2641
04/10/2023 05:43:35.572,,,1.2619
04/10/2023 05:39:58.969,15.6,,
04/10/2023 05:39:58.968,,4.45,
04/10/2023 05:30:16.040,,,1.2604
04/10/2023 05:29:58.969,15.6,,
04/10/2023 05:29:58.968,,4.45,
04/10/2023 05:24:34.853,,,1.262
04/10/2023 05:20:26.944,,,1.2578
04/10/2023 05:19:58.969,15.6,,
04/10/2023 05:19:58.968,,4.45,
04/10/2023 05:17:01.255,,,1.2625
04/10/2023 05:11:25.020,,,1.2594
04/10/2023 05:09:58.969,15.6,,
04/10/2023 05:09:58.968,,4.45,
04/10/2023 05:05:38.797,,,1.2615
04/10/2023 05:00:21.197,,,1.2595
04/10/2023 04:59:58.969,15.6,,
04/10/2023 04:59:58.968,,4.45,
04/10/2023 04:54:12.573,,,1.2625
04/10/2023 04:49:58.969,15.6,,
04/10/2023 04:49:58.968,,4.45,
04/10/2023 04:43:37.367,,,1.2576
04/10/2023 04:42:29.050,,,1.2623
04/10/2023 04:39:58.969,15.6,,
04/10/2023 04:39:58.968,,4.45,
04/10/2023 04:38:37.117,,,1.2587
04/10/2023 04:36:12.185,,,1.0023
04/10/2023 04:33:10.396,,,1.2637
04/10/2023 04:29:58.969,15.6,,
04/10/2023 04:29:58.968,,4.45,
04/10/2023 04:29:43.037,,,1.2588
04/10/2023 04:20:02.827,,,1.2623
04/10/2023 04:19:58.969,15.6,,
04/10/2023 04:19:58.968,,4.45,
04/10/2023 04:15:38.808,,,1.2585
04/10/2023 04:09:58.969,15.6,,
04/10/2023 04:09:58.968,,4.45,
04/10/2023 04:09:06.347,,,1.2619
04/10/2023 04:03:44.691,,,1.0279
04/10/2023 04:00:42.968,,,1.2575
04/10/2023 03:59:58.969,15.6,,
04/10/2023 03:59:58.968,,4.45,
04/10/2023 03:59:27.253,,,1.2589
04/10/2023 03:57:14.973,,4.4,
04/10/2023 03:57:10.680,15.4,,
04/10/2023 03:55:27.458,,,1.2636
04/10/2023 03:52:05.362,,,1.2592
04/10/2023 03:48:15.499,,,1.261
04/10/2023 03:47:14.973,,4.4,
04/10/2023 03:47:10.680,15.4,,
04/10/2023 03:42:40.559,,,1.2595
04/10/2023 03:39:15.204,,,1.01
04/10/2023 03:37:14.973,,4.4,
04/10/2023 03:37:10.680,15.4,,
04/10/2023 03:37:06.495,,,1.2576
04/10/2023 03:34:50.482,,,1.2644
04/10/2023 03:32:14.090,,,1.0165
04/10/2023 03:29:08.257,,,1.2598
04/10/2023 03:27:14.973,,4.4,
04/10/2023 03:27:10.680,15.4,,
04/10/2023 03:21:36.648,,,1.262
04/10/2023 03:17:14.973,,4.4,
04/10/2023 03:17:10.680,15.4,,
04/10/2023 03:15:45.177,,,1.2593
04/10/2023 03:11:02.221,,,1.2611
04/10/2023 03:07:14.973,,4.4,
04/10/2023 03:07:10.680,15.4,,
04/10/2023 03:05:09.662,,,1.2626
04/10/2023 03:02:28.323,,,1.2595
04/10/2023 03:00:11.403,,,1.0985
04/10/2023 02:57:45.934,,,1
04/10/2023 02:57:14.973,,4.4,
04/10/2023 02:57:10.680,15.4,,
04/10/2023 02:47:45.934,,,1
04/10/2023 02:47:14.973,,4.4,
04/10/2023 02:47:10.680,15.4,,
04/10/2023 02:37:39.760,,,1.2582
04/10/2023 02:37:14.973,,4.4,
04/10/2023 02:37:10.680,15.4,,
04/10/2023 02:36:07.906,,,1.2628
04/10/2023 02:27:14.973,,4.4,
04/10/2023 02:27:10.680,15.4,,
04/10/2023 02:26:45.838,,,1.2595
04/10/2023 02:24:21.847,,,1.2643
04/10/2023 02:22:24.332,,,1.2596
04/10/2023 02:17:14.973,,4.4,
04/10/2023 02:17:10.680,15.4,,
04/10/2023 02:15:52.245,,,1.2614
04/10/2023 02:10:11.116,,,1.2646
04/10/2023 02:07:14.973,,4.4,
04/10/2023 02:07:10.680,15.4,,
04/10/2023 02:05:33.232,,,1.2599
04/10/2023 02:01:05.607,,,1.2619
04/10/2023 01:57:14.973,,4.4,
04/10/2023 01:57:10.680,15.4,,
04/10/2023 01:51:39.035,,,1.259
04/10/2023 01:47:14.973,,4.4,
04/10/2023 01:47:10.680,15.4,,
04/10/2023 01:46:01.150,,,1.262
04/10/2023 01:38:20.054,,,1.2589
04/10/2023 01:37:14.973,,4.4,
04/10/2023 01:37:10.680,15.4,,
04/10/2023 01:36:30.019,15.7,,
04/10/2023 01:33:07.496,,,1.2637
04/10/2023 01:31:36.648,,,1.0174
04/10/2023 01:27:49.963,,,1.2571
04/10/2023 01:27:14.973,,4.4,
04/10/2023 01:26:30.019,15.7,,
04/10/2023 01:24:11.622,,,1.2621
04/10/2023 01:17:51.957,,,1.2605
04/10/2023 01:17:14.973,,4.4,
04/10/2023 01:16:35.351,,,1.0418
04/10/2023 01:16:30.019,15.7,,
04/10/2023 01:13:33.770,,,1.2561
04/10/2023 01:10:05.568,,,1.2621
04/10/2023 01:07:14.973,,4.4,
